sample,reg,snr,repeat,method,path,rms,peak,high_to_low_mid_energy,temporal_contrast_db
5,reg005,5,15,$\ell_p$RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_15/raw_BCI_Lp_p=1.0.wav,0.005883136917414597,0.059112548828125,0.49818985634053836,0.7602825281271767
5,reg005,5,20,$\ell_p$RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_20/raw_BCI_Lp_p=1.0.wav,0.005885822839953363,0.063751220703125,0.5066262565862039,0.7558547923959542
5,reg005,5,1,E$\ell_p$RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_1/raw_BCI_ELp_p=1.0.wav,0.005889286397959564,0.047637939453125,0.1405783769515883,0.783070463234056
5,reg005,5,3,E$\ell_p$RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_3/raw_BCI_ELp_p=1.0.wav,0.005888979771893119,0.058197021484375,0.3341647981502137,0.7425202644327186
5,reg005,5,5,E$\ell_p$RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_5/raw_BCI_ELp_p=1.0.wav,0.005885410494989279,0.053497314453125,0.4413385920451821,0.7568740757104626
5,reg005,5,7,E$\ell_p$RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_7/raw_BCI_ELp_p=1.0.wav,0.005894650261756182,0.05859375,0.4887731967930952,0.7812726358092122
5,reg005,5,10,E$\ell_p$RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_10/raw_BCI_ELp_p=1.0.wav,0.005886579192316558,0.06109619140625,0.49615549148665417,0.7596155965116825
5,reg005,5,15,E$\ell_p$RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_15/raw_BCI_ELp_p=1.0.wav,0.005883112098798772,0.067626953125,0.4720681389725985,0.7030988081621845
5,reg005,5,20,E$\ell_p$RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_20/raw_BCI_ELp_p=1.0.wav,0.005885823128725843,0.061920166015625,0.4581464689513256,0.6776892616821503
5,reg005,5,1,Oracle MINT,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_1/raw_Oracle_MINT.wav,0.005889346596509069,0.03558349609375,0.06889847639683516,0.7700266266086335
5,reg005,5,3,Oracle MINT,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_3/raw_Oracle_MINT.wav,0.005889096462226976,0.03887939453125,0.06903392932090185,0.7517370408621619
5,reg005,5,5,Oracle MINT,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_5/raw_Oracle_MINT.wav,0.00588545303736567,0.037322998046875,0.06833373362355452,0.7643040924667072
5,reg005,5,7,Oracle MINT,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_7/raw_Oracle_MINT.wav,0.0058948432676926305,0.03814697265625,0.06867535306156679,0.7498209691774785
5,reg005,5,10,Oracle MINT,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_10/raw_Oracle_MINT.wav,0.005886707424533097,0.037689208984375,0.06862763937354636,0.7599589756040293
